"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"282","F1",2023-04-01,"Auxerre","Troyes",1,0,"H",0,0,"D",1.9,3.6,4.45,"0-0","1-0",13,5,14,2,0,0,0,0,4,5,7,15,1,9,22,"4-5","N","N","N",0,0,"Auxerre-Troyes",73,1,11,0,0,0,0,0,9,11,99,657,0
"295","F1",2023-04-09,"Ajaccio","Auxerre",0,3,"A",0,3,"A",2.9,2.97,2.9,"0-3","0-3",9,2,11,4,1,3,0,0,7,5,13,15,3,12,28,"7-5","Y","Y","N",4,0,"Ajaccio-Auxerre",54,3,23,40,300,120,480,920,36,69,276,648,1440
"305","F1",2023-04-16,"Auxerre","Nantes",2,1,"H",2,0,"H",2.56,3.06,3.22,"2-0","2-1",13,7,17,7,2,2,0,0,3,6,14,8,3,9,22,"3-6","Y","Y","N",4,0,"Auxerre-Nantes",103,3,44,40,400,120,360,1760,27,132,396,927,1080
"312","F1",2023-04-22,"Auxerre","Lille",1,1,"D",0,1,"A",4.87,3.94,1.75,"0-1","1-1",8,4,14,6,0,1,0,0,4,4,12,12,2,8,24,"4-4","Y","N","N",1,0,"Auxerre-Lille",98,2,20,10,0,20,80,200,16,40,160,784,160
"328","F1",2023-04-30,"Marseille","Auxerre",2,1,"H",0,1,"A",1.34,5.54,9.72,"0-1","2-1",26,4,11,3,1,0,0,0,12,1,7,6,3,13,13,"12-1","Y","Y","N",1,0,"Marseille-Auxerre",185,3,99,10,0,30,130,990,39,297,1287,2405,390
"336","F1",2023-05-07,"Auxerre","Clermont",1,1,"D",1,0,"H",2.46,3.31,3.14,"1-0","1-1",11,4,9,4,1,0,0,0,2,2,19,13,2,4,32,"2-2","Y","N","N",1,0,"Auxerre-Clermont",90,2,105,10,0,20,40,1050,8,210,420,360,80
"287","F1",2023-04-02,"Clermont","Ajaccio",2,1,"H",0,1,"A",2.12,3.22,4.04,"0-1","2-1",14,6,3,2,2,5,0,1,5,1,15,22,3,6,37,"5-1","Y","Y","N",7,1,"Clermont-Ajaccio",175,3,0,95,1500,285,570,0,18,0,0,1050,1710
"298","F1",2023-04-09,"Troyes","Clermont",0,2,"A",0,2,"A",2.83,3.4,2.63,"0-2","0-2",9,3,12,4,3,2,0,0,3,2,18,9,2,5,27,"3-2","Y","N","N",5,0,"Troyes-Clermont",57,2,0,50,600,100,250,0,10,0,0,285,500
"307","F1",2023-04-16,"Clermont","Angers",2,1,"H",2,1,"H",1.84,3.69,4.65,"2-1","2-1",12,5,7,4,1,3,2,0,6,6,12,15,3,12,27,"6-6","Y","Y","N",4,2,"Clermont-Angers",100,3,0,90,1800,270,1080,0,36,0,0,1200,3240
"318","F1",2023-04-23,"Nice","Clermont",1,2,"A",1,1,"D",1.83,3.63,4.79,"1-1","1-2",15,5,9,3,1,2,0,0,6,2,19,9,3,8,28,"6-2","Y","Y","N",3,0,"Nice-Clermont",161,3,0,30,200,90,240,0,24,0,0,1288,720
"324","F1",2023-04-30,"Clermont","Reims",1,0,"H",1,0,"H",3.14,3.46,2.38,"1-0","1-0",6,2,13,2,0,2,1,0,5,6,8,12,1,11,20,"5-6","N","N","N",2,1,"Clermont-Reims",4,1,0,45,500,45,495,0,11,0,0,44,495
"3361","F1",2023-05-07,"Auxerre","Clermont",1,1,"D",1,0,"H",2.46,3.31,3.14,"1-0","1-1",11,4,9,4,1,0,0,0,2,2,19,13,2,4,32,"2-2","Y","N","N",1,0,"Auxerre-Clermont",90,2,105,10,0,20,40,1050,8,210,420,360,80
"13","F1",2023-05-07,"Auxerre","Clermont",1,1,"D",1,0,"H",2.46,3.31,3.14,"1-0","1-1",11,4,9,4,1,0,0,0,2,2,19,13,2,4,32,"2-2","Y","N","N",1,0,"Auxerre-Clermont",99.1666666666667,2.33333333333333,33.9166666666667,35.8333333333333,441.666666666667,93.3333333333333,313.75,497.5,20.1666666666667,80.75,254.833333333333,834,824.583333333333
