"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","ligueone_goalmins","n","ligueone_shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"290","F1",2023-04-02,"Paris SG","Lyon",0,1,"A",0,0,"D",1.46,5.29,6.28,"0-0","0-1",16,5,10,3,3,3,0,0,7,1,10,16,1,8,26,"7-1","N","N","N",6,0,"Paris SG-Lyon",56,1,26,60,900,60,480,1560,8,26,208,448,480
"294","F1",2023-04-09,"Lyon","Rennes",3,1,"H",0,1,"A",2.22,3.53,3.39,"0-1","3-1",11,3,11,3,2,2,0,0,7,2,14,17,4,9,31,"7-2","Y","Y","Y",4,0,"Lyon-Rennes",218,4,143,40,400,160,360,5720,36,572,1287,1962,1440
"301","F1",2023-04-14,"Toulouse","Lyon",1,2,"A",1,1,"D",3.53,3.92,2.04,"1-1","1-2",13,6,14,3,1,4,0,0,8,5,14,10,3,13,24,"8-5","Y","Y","N",5,0,"Toulouse-Lyon",159,3,0,50,400,150,650,0,39,0,0,2067,1950
"320","F1",2023-04-23,"Lyon","Marseille",1,2,"A",0,1,"A",2.55,3.73,2.72,"0-1","1-2",7,2,14,7,2,1,0,0,5,3,11,18,3,8,29,"5-3","Y","Y","N",3,0,"Lyon-Marseille",202,3,54,30,200,90,240,1620,24,162,432,1616,720
"321","F1",2023-04-28,"Strasbourg","Lyon",1,2,"A",1,2,"A",2.79,3.46,2.67,"1-2","1-2",11,3,7,4,2,4,0,1,5,4,13,24,3,9,37,"5-4","Y","Y","N",6,1,"Strasbourg-Lyon",83,3,18,85,1300,255,765,1530,27,54,162,747,2295
"339","F1",2023-05-07,"Lyon","Montpellier",5,4,"H",1,2,"A",1.7,4.36,4.72,"1-2","5-4",16,8,12,6,0,3,0,0,3,5,12,14,9,8,26,"3-5","Y","Y","Y",3,0,"Lyon-Montpellier",521,9,129,30,0,270,240,3870,72,1161,1032,4168,2160
"283","F1",2023-04-01,"Rennes","Lens",0,1,"A",0,1,"A",2.65,3.34,2.85,"0-1","0-1",10,3,12,4,2,2,0,0,5,5,13,11,1,10,24,"5-5","N","N","N",4,0,"Rennes-Lens",31,1,0,40,400,40,400,0,10,0,0,310,400
"291","F1",2023-04-07,"Lens","Strasbourg",2,1,"H",1,0,"H",1.56,4.33,6.34,"1-0","2-1",13,9,13,3,1,5,0,1,5,1,19,19,3,6,38,"5-1","Y","Y","N",6,1,"Lens-Strasbourg",160,3,52,85,750,255,510,4420,18,156,312,960,1530
"303","F1",2023-04-15,"Paris SG","Lens",3,1,"H",3,0,"H",1.72,4.28,4.64,"3-0","3-1",15,7,14,7,0,0,0,1,3,10,12,8,4,13,20,"3-10","Y","Y","Y",0,1,"Paris SG-Lens",168,4,83,25,0,100,325,2075,52,332,1079,2184,1300
"313","F1",2023-04-22,"Lens","Monaco",3,0,"H",2,0,"H",2.14,3.62,3.5,"2-0","3-0",21,8,11,4,0,2,0,0,2,4,8,14,3,6,22,"2-4","Y","Y","N",2,0,"Lens-Monaco",81,3,50,20,0,60,120,1000,18,150,300,486,360
"329","F1",2023-05-02,"Toulouse","Lens",0,1,"A",0,1,"A",5.32,4.49,1.62,"0-1","0-1",9,2,11,3,1,2,0,0,5,0,5,7,1,5,12,"5-0","N","N","N",3,0,"Toulouse-Lens",33,1,11,30,200,30,150,330,5,11,55,165,150
"333","F1",2023-05-06,"Lens","Marseille",2,1,"H",1,0,"H",2.38,3.59,3.04,"1-0","2-1",9,3,14,3,5,2,0,0,7,7,12,16,3,14,28,"7-7","Y","Y","N",7,0,"Lens-Marseille",190,3,29,70,1000,210,980,2030,42,87,406,2660,2940
"13","F1",2023-05-06,"Lens","Marseille",2,1,"H",1,0,"H",2.38,3.59,3.04,"1-0","2-1",9,3,14,3,5,2,0,0,7,7,12,16,3,14,28,"7-7","Y","Y","N",7,0,"Lens-Marseille",158.5,3.16666666666667,49.5833333333333,47.0833333333333,462.5,140,435,2012.91666666667,29.25,225.916666666667,439.416666666667,1481.08333333333,1310.41666666667
