"","Div","Date","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HTHG","HTAG","HTR","PSH","PSD","PSA","HTCS","CS","HS","HST","AS","AST","HY","AY","HR","AR","HCO","ACO","HF","AF","TG","TC","TF","COSC","OV15","OV25","OV35","TY","TR","matchid","goalmins","n","shirts","Bookings","Crossbookings","GoalsXbookings","CornersXbookings","ShirtsXbookings","GoalsXcorners","GoalsXshirts","ShirtsXcorners","TGMXcorners","GoalsXcornerXbookings"
"1","E0",2024-03-30,"Chelsea","Burnley",2,2,"D",1,0,"H",1.3,6.12,9.34,"1-0","2-2",33,13,18,7,2,2,0,1,12,4,12,7,4,16,19,"12-4","Y","Y","Y",4,1,"Chelsea-Burnley",250,4,66,65,900,260,1040,4290,64,264,1056,4000,4160
"2","E0",2024-04-02,"Burnley","Wolves",1,1,"D",1,1,"D",2.55,3.54,2.83,"1-1","1-1",13,6,8,2,0,2,0,0,7,4,10,12,2,11,22,"7-4","Y","N","N",2,0,"Burnley-Wolves",82,2,37,20,0,40,220,740,22,74,407,902,440
"3","E0",2024-04-06,"Everton","Burnley",1,0,"H",1,0,"H",1.68,4.18,4.99,"1-0","1-0",12,3,6,1,2,1,0,1,3,5,11,13,1,8,24,"3-5","N","N","N",3,1,"Everton-Burnley",45,1,9,55,700,55,440,495,8,9,72,360,440
"4","E0",2024-04-13,"Burnley","Brighton",1,1,"D",0,0,"D",3.54,3.8,2.05,"0-0","1-1",11,3,20,8,1,2,0,0,4,5,18,8,2,9,26,"4-5","Y","N","N",3,0,"Burnley-Brighton",153,2,57,30,200,60,270,1710,18,114,513,1377,540
"5","E0",2024-04-20,"Sheffield United","Burnley",1,4,"A",0,2,"A",2.77,3.64,2.52,"0-2","1-4",18,11,16,9,1,0,0,0,11,2,10,9,5,13,19,"11-2","Y","Y","Y",1,0,"Sheffield United-Burnley",259,5,86,10,0,50,130,860,65,430,1118,3367,650
"6","E0",2024-04-27,"Man United","Burnley",1,1,"D",0,0,"D",1.53,5.01,5.35,"0-0","1-1",27,10,16,7,1,3,0,0,6,5,7,11,2,11,18,"6-5","Y","N","N",4,0,"Man United-Burnley",166,2,46,40,300,80,440,1840,22,92,506,1826,880
"7","E0",2024-03-30,"Newcastle","West Ham",4,3,"H",1,2,"A",1.81,4.26,4,"1-2","4-3",24,9,10,4,1,1,1,0,3,4,9,8,7,7,17,"3-4","Y","Y","Y",2,1,"Newcastle-West Ham",370,7,101,45,350,315,315,4545,49,707,707,2590,2205
"8","E0",2024-04-02,"Newcastle","Everton",1,1,"D",1,0,"H",2.03,3.86,3.62,"1-0","1-1",18,6,10,3,0,3,0,0,7,3,9,14,2,10,23,"7-3","Y","N","N",3,0,"Newcastle-Everton",103,2,23,30,0,60,300,690,20,46,230,1030,600
"9","E0",2024-04-06,"Fulham","Newcastle",0,1,"A",0,0,"D",2.35,3.87,2.86,"0-0","0-1",14,4,12,5,1,2,0,0,14,3,10,13,1,17,23,"14-3","N","N","N",3,0,"Fulham-Newcastle",81,1,39,30,200,30,510,1170,17,39,663,1377,510
"10","E0",2024-04-13,"Newcastle","Tottenham",4,0,"H",2,0,"H",2.8,4.05,2.33,"2-0","4-0",18,5,11,2,0,4,0,0,16,3,14,12,4,19,26,"16-3","Y","Y","Y",4,0,"Newcastle-Tottenham",200,4,43,40,0,160,760,1720,76,172,817,3800,3040
"11","E0",2024-04-24,"Crystal Palace","Newcastle",2,0,"H",0,0,"D",2.76,3.7,2.49,"0-0","2-0",20,7,7,2,3,3,0,0,7,2,10,15,2,9,25,"7-2","Y","N","N",6,0,"Crystal Palace-Newcastle",143,2,28,60,900,120,540,1680,18,56,252,1287,1080
"12","E0",2024-04-27,"Newcastle","Sheffield United",5,1,"H",1,1,"D",1.24,7.18,10.5,"1-1","5-1",20,7,15,5,0,0,0,0,4,5,9,10,6,9,19,"4-5","Y","Y","Y",0,0,"Newcastle-Sheffield United",283,6,114,0,0,0,0,0,54,684,1026,2547,0
"13","E0",2024-04-27,"Newcastle","Sheffield United",5,1,"H",1,1,"D",1.24,7.18,10.5,"1-1","5-1",20,7,15,5,0,0,0,0,4,5,9,10,6,9,19,"4-5","Y","Y","Y",0,0,"Newcastle-Sheffield United",177.916666666667,3.16666666666667,54.0833333333333,35.4166666666667,295.833333333333,102.5,413.75,1645,36.0833333333333,223.916666666667,613.916666666667,2038.58333333333,1212.08333333333
